Confidential Record,Property Tag 1,Tenant Tag 1,Property: Title,Agency 1,Main Tenant,Rent,Advert Date,Sale Date,Sale Price,Yield,Sale Method,Auction / EOI Date,Agency 2,Agent 1,Agent 2,Agent 3,Agent 4,Building Size,Land Size,LDC Places,Field Percent Complete,Source Link URL,Transaction History: Transaction History Name,Missing Fields List,
FALSE,Banks,,104B  Gavan Street  Bright  VIC,Burgess Rawson,Bendigo Bank,"$40,200",8/04/2022,11/05/2022,"$940,000",4.28%,Portfolio Auction,11/05/2022,,,,,,140,,,100%,,TH-011404,,
FALSE,Industrial,Warehouse,"200-208 North St Albury NSW, Albury NSW 2640",Burgess Rawson,Albury Steel Fabrications,"$503,732",12/04/2022,11/05/2022,"$6,400,000",7.87%,Portfolio Auction,11/05/2022,,,,,,9308,30018,,100%,,TH-011405,,
FALSE,Office,,"13/70-72 Perouse Road, Randwick, NSW 2031",Burgess Rawson,Office Tenant,"$84,165",12/04/2022,10/05/2022,"$1,650,000",5.10%,Portfolio Auction,10/05/2022,,,,,,127,127,,100%,,TH-011406,,
FALSE,Residential,,"143 Clovelly Road, Randwick NSW 2031",Knight Frank,Multiple Residential Tenants,"$350,000",7/05/2025,10/06/2025,,,Auction,10/06/2025,,Anthony Pirrottina,Demi Carigliano,James Masselos,,808,808,,100%,https://www.realcommercial.com.au/for-sale/property-143-clovelly-road-randwick-nsw-2031-504854136,TH-011411,,
FALSE,Childcare and Social Infrastructure,Childcare,"1 Kiddell Place, Coffs Harbour NSW 2450",Burgess Rawson,Petit Early Learning,"$240,319",13/04/2022,10/05/2022,"$4,450,000",5.40%,Portfolio Auction,10/05/2022,,,,,,696,2227,,100%,,TH-011415,,
FALSE,Industrial,Warehouse,"18-20 Induna Street, South Grafton NSW 2460",Burgess Rawson,Cummins Industrial,"$88,729",13/04/2022,10/05/2022,"$1,825,000",4.86%,Portfolio Auction,10/05/2022,,,,,,1161,5237,,100%,,TH-011416,,
FALSE,Childcare and Social Infrastructure,Childcare,2  Binni Creek Rd  Cowra  NSW,Burgess Rawson,Goodstart Early Learning,"$168,652",14/04/2022,10/05/2022,"$3,380,000",4.99%,Portfolio Auction,10/05/2022,,,,,,1,3638,,100%,,TH-011417,,
FALSE,Supermarkets,Independents and Aldi,"Lots 2 & 5, 22-26 Albert Street, Freshwater NSW 2096",Burgess Rawson,IGA,"$479,934",29/04/2022,10/05/2022,"$10,035,000",4.78%,Portfolio Auction,10/05/2022,,Darren Beehag,,,,1173,,,100%,,TH-011418,,
FALSE,Pubs and Hotels,Motels,"Myall Street, Tomingley NSW 2869",Burgess Rawson,Lucky Strike Motel,"$81,207",14/04/2022,6/05/2022,"$1,150,000",7.06%,Portfolio Auction,10/05/2022,,,,,,1,5746,,100%,,TH-011419,,
FALSE,Fuel and Convenience,Fuel Stations,642   Toohey Road  Salisbury  QLD,Burgess Rawson,7-Eleven,"$406,470",18/11/2021,28/04/2022,"$7,800,000",5.21%,Portfolio Auction,16/12/2021,,,,,,1,2051,,100%,,TH-011420,,
FALSE,Fast Food,Fast Food Shops,"C.R.06, 1 Archibald Avenue, Waterloo NSW 2017",Burgess Rawson,Zambreros,"$91,802",1/03/2022,28/04/2022,"$1,680,000",5.46%,Portfolio Auction,,,,,,,95,95,,100%,,TH-011421,,
FALSE,"Medical, Pharmacy and Health",Gyms,"C.R.01, 850 Bourke Street, Waterloo NSW 2017",Burgess Rawson,9 Rounds Boxing,"$73,744",1/03/2022,28/04/2022,"$1,250,000",5.90%,EOI,7/04/2022,,,,,,96,96,,100%,,TH-011422,,
FALSE,Retail,Strip Retail,"651-653 Darling Street, Rozelle (Sydney) NSW 2039",Burgess Rawson,Retail Tenant,,9/03/2022,14/04/2022,"$8,750,000",,Offers to Purchase,,,,,,,780,789,,100%,,TH-011423,,
FALSE,Office,,"410/55 Holt Street, Surry Hills, NSW 2010",Burgess Rawson,Office Tenant,,18/03/2022,12/04/2022,"$950,000",,Portfolio Auction,12/04/2022,,,,,,99,99,,100%,,TH-011424,,
FALSE,Industrial,Warehouse,41   Kayili Road  West Kalgoorlie  WA,Burgess Rawson,WEIR,"$544,487",18/11/2021,11/04/2022,"$8,150,000",6.68%,Portfolio Auction,16/12/2021,,,,,,2720,10017,,100%,,TH-011425,,
FALSE,Childcare and Social Infrastructure,Childcare,"1 Shaddock Avenue, Pymble NSW 2073",Burgess Rawson,Pymble Childcare,,28/02/2022,11/04/2022,"$5,290,000",,EOI,5/04/2022,,,,,,1,1558,,100%,,TH-011426,,
FALSE,Office,,140  Bourke Street  Melbourne  VIC,Burgess Rawson,Office Tenant,"$357,900",4/03/2022,9/04/2022,"$6,600,000",5.42%,EOI,6/04/2022,,,,,,664,664,,100%,,TH-011427,,
FALSE,"Medical, Pharmacy and Health",Medical,10/220  Epping Road  Wollert  VIC,Burgess Rawson,Wellbeing Chiropractic,"$41,850",2/03/2022,5/04/2022,"$805,000",5.20%,Portfolio Auction,30/03/2022,,,,,,93,93,,100%,,TH-011428,,
FALSE,Supermarkets,Small Format Food,11/220  Epping  Road Wollert VIC,Burgess Rawson,Ceylon Hub,"$41,850",3/03/2022,5/04/2022,"$715,000",5.85%,Portfolio Auction,30/03/2022,,,,,,93,93,,100%,,TH-011429,,
FALSE,Fast Food,Fast Food Shops,"Lot 36, 440 Burwood Road, Belmore NSW 2192",Burgess Rawson,Dominos,"$78,000",7/03/2022,5/04/2022,"$1,700,000",4.59%,Private Sale,,,,,,,156,156,,100%,,TH-011430,,
FALSE,Childcare and Social Infrastructure,Disability and Aged Care,5  Nangar Street  Pimpama   QLD,Burgess Rawson,National Disability Insurance Agency,"$85,000",4/03/2022,4/04/2022,"$1,300,000",6.54%,Portfolio Auction,31/03/2022,,,,,,202.65,485,,100%,,TH-011438,,
FALSE,Fuel and Convenience,Fuel Stations,134-136   Blackstone Road  Silkstone  QLD,Burgess Rawson,Metro Petroleum,"$292,077",1/03/2022,4/04/2022,"$3,680,000",7.94%,Portfolio Auction,31/03/2022,,,,,,211,1029,,100%,,TH-011432,,
FALSE,Fuel and Convenience,Fuel Stations,10  Takalvan Street  Bundaberg   QLD,Burgess Rawson,Puma Energy,"$139,113",2/03/2022,4/04/2022,"$2,570,000",5.41%,Portfolio Auction,31/03/2022,,,,,,1,898,,100%,,TH-011433,,
FALSE,Fuel and Convenience,Fuel Stations,273-279   Gympie Road  Kedron  QLD,Burgess Rawson,Puma Energy,"$247,612",2/03/2022,4/04/2022,"$4,310,000",5.75%,Portfolio Auction,31/03/2022,,,,,,1,1604,,100%,,TH-011434,,
FALSE,Retail,Strip Retail,110  Marine Parade  Coolangatta  QLD,Burgess Rawson,Gelatissimo,"$62,029",2/03/2022,4/04/2022,"$1,216,000",5.10%,Portfolio Auction,31/03/2022,,,,,,64,64,,100%,,TH-011435,,
FALSE,Retail,Strip Retail,188   Alexandra Parade  Alexandra Headland  QLD,Burgess Rawson,Alex Surf,"$65,849",2/03/2022,4/04/2022,"$1,265,000",5.21%,Portfolio Auction,31/03/2022,,,,,,91,,,100%,,TH-011436,,
FALSE,"Medical, Pharmacy and Health",Medical,96  Taylor Street  Newtown  QLD,Burgess Rawson,Bakers Family Medical Centre,"$58,107",7/03/2022,4/04/2022,"$1,210,000",4.80%,Portfolio Auction,31/03/2022,,,,,,163,960,,100%,,TH-011437,,
FALSE,Childcare and Social Infrastructure,Disability and Aged Care,97   Great Sandy Circuit   Pimpama   QLD,Burgess Rawson,National Disability Insurance Agency,"$87,208",4/03/2022,4/04/2022,"$1,300,000",6.71%,Portfolio Auction,31/03/2022,,,,,,202.65,375,,100%,,TH-011439,,
FALSE,Office,,2-4  Pacific Promenade  Pakenham  VIC,Burgess Rawson,Barrasons Engineers,"$87,000",2/03/2022,1/04/2022,"$1,392,000",6.25%,Portfolio Auction,30/03/2022,,,,,,348,1,,100%,,TH-011440,,
FALSE,"Medical, Pharmacy and Health",Pharmacy,79-81 and 81a   Evans Street  Sunbury  VIC,Burgess Rawson,Chemist Warehouse,"$554,512",1/03/2022,1/04/2022,"$10,800,000",5.13%,Portfolio Auction,30/03/2022,,,,,,1028,1360,,100%,,TH-011441,,
FALSE,Fuel and Convenience,Fuel Stations,314-322  South Gippsland Highway  Dandenong South   VIC,Burgess Rawson,United Petroleum,"$182,625",1/03/2022,1/04/2022,"$4,090,000",4.47%,Portfolio Auction,30/03/2022,,,,,,1,4399,,100%,,TH-011442,,
FALSE,Automotive,Car Dealerships,Subaru - 74-76 Northern Highway Echuca VIC,Burgess Rawson,SERVCO AUSTRALIA PROPERTIES PTY LTD,"$167,123",1/03/2022,1/04/2022,"$2,860,000",5.84%,Portfolio Auction,30/03/2022,,,,,,1250,3188,,100%,,TH-011443,,
FALSE,Fast Food,Restaurants and Café,5  Commercial Road  South Yarra  VIC,Burgess Rawson,Kai Dining Restaurant,"$51,490",2/03/2022,1/04/2022,"$1,110,000",4.64%,Portfolio Auction,30/03/2022,,,,,,133,,,100%,,TH-011444,,
FALSE,Large Format Retail,Showroom,25  Goderich Street  Invermay  TAS,Burgess Rawson,The Good Guys,"$514,853",1/03/2022,1/04/2022,"$11,000,000",4.68%,Portfolio Auction,30/03/2022,,,,,,2520,7104,,100%,,TH-011445,,
FALSE,Fuel and Convenience,Car Wash,2072  Frankston-Flinders Road  Hastings  VIC,Burgess Rawson,Hastings Super Shine Car Wash,"$126,890",1/03/2022,1/04/2022,"$2,325,000",5.46%,Portfolio Auction,30/03/2022,,,,,,1,1911,,100%,,TH-011446,,
FALSE,Industrial,Agribusiness,34-38  Princes Highway   Sale  VIC,Burgess Rawson,Growmaster Garden Centre,"$120,000",1/03/2022,1/04/2022,"$2,010,000",5.97%,Portfolio Auction,30/03/2022,,,,,,940,6177,,100%,,TH-011447,,
FALSE,Office,,237-239  Raymond Street  Sale  VIC,Burgess Rawson,Graham Chalmer,"$53,465",1/03/2022,1/04/2022,"$990,000",5.40%,Portfolio Auction,30/03/2022,,,,,,324,614,,100%,,TH-011448,,
FALSE,Office,,178   Whitehorse Road  Blackburn  VIC,Burgess Rawson,Stan the Man & Sienna Tile Gallery,"$202,826",1/03/2022,30/03/2022,"$5,065,000",4.00%,Portfolio Auction,30/03/2022,,,,,,1105,821,,100%,,TH-011451,,
FALSE,Government,Office,81   Exmouth Drive  Butler  WA,Burgess Rawson,North Metropolitan Health Services,"$289,566",1/03/2022,30/03/2022,"$7,175,000",4.04%,Portfolio Auction,30/03/2022,,,,,,715,1002,,100%,,TH-011452,,
FALSE,Fast Food,Restaurants and Café,"G03, 45 Furzer Street, Phillip ACT 2612",Burgess Rawson,The Alby,"$135,600",9/03/2022,29/03/2022,"$2,750,000",4.93%,Portfolio Auction,29/03/2022,,,,,,160,,,100%,,TH-011468,,
FALSE,Automotive,Car Dealerships,Toyota - 101  Northern Highway Echuca  VIC,Burgess Rawson,SERVCO AUSTRALIA PROPERTIES PTY LTD,"$277,557",1/03/2022,30/03/2022,"$6,100,000",4.55%,Portfolio Auction,30/03/2022,,,,,,1600,10087,,100%,,TH-011453,,
FALSE,Industrial,Trade Retail,48  Rae Street  Colac  VIC,Burgess Rawson,Reece Plumbing,"$37,084",1/03/2022,30/03/2022,"$970,000",3.82%,Portfolio Auction,30/03/2022,,,,,,546,1292,,100%,,TH-011454,,
FALSE,Liquor,Large Format Liquor,1120-1124  Albany Highway  Bentley  WA,Burgess Rawson,Coles Group Liquor,"$408,353",2/03/2022,30/03/2022,"$10,060,000",4.06%,Portfolio Auction,30/03/2022,,,,,,2466,8735,,100%,,TH-011455,,
FALSE,Childcare and Social Infrastructure,Childcare,3   Kenby Chase  Wandi  WA,Burgess Rawson,Buttercups Childcare & Early Learning,"$304,674",2/03/2022,30/03/2022,"$6,050,000",5.04%,Portfolio Auction,30/03/2022,,,,,,624.63,2615,,100%,,TH-011456,,
FALSE,Childcare and Social Infrastructure,Childcare,1108  Geelong Road  Mount Clear  VIC,Burgess Rawson,Goodstart Early Learning,"$199,500",2/03/2022,30/03/2022,"$4,060,000",4.91%,Portfolio Auction,30/03/2022,,,,,,610,2110,,100%,,TH-011457,,
FALSE,Childcare and Social Infrastructure,Childcare,8  Bikram Circuit  Southern River   WA,Burgess Rawson,Great Beginnings Early Learning Centre,"$312,000",2/03/2022,30/03/2022,"$6,560,000",4.76%,Portfolio Auction,30/03/2022,,,,,,1,2466,,100%,,TH-011458,,
FALSE,"Medical, Pharmacy and Health",Medical,11  Haigh Street  Moe  VIC,Burgess Rawson,Gippsland Foot Clinic,"$47,163",25/01/2022,29/03/2022,"$715,000",6.60%,Private Sale,,,,,,,120,1,,100%,,TH-011459,,
FALSE,Large Format Retail,Showroom,"35-37 Dobney Avenue, Wagga Wagga NSW 2650",Burgess Rawson,Watertek,"$200,000",25/02/2022,29/03/2022,"$3,600,000",5.56%,Portfolio Auction,29/03/2022,,,,,,2224,2750,,100%,,TH-011460,,
FALSE,Retail,Multi Tenanted,"157/157A Howick Street & 67 William Street, Bathurst NSW 2795",Burgess Rawson,Toyworld,"$154,895",28/02/2022,29/03/2022,"$1,852,000",8.36%,Portfolio Auction,29/03/2022,,,,,,1,784,,100%,,TH-011461,,
FALSE,Supermarkets,Independents and Aldi,"Shop 1/69 Warrangarree Drive, Woronora Heights NSW 2233",Burgess Rawson,IGA,"$84,872",1/03/2022,29/03/2022,"$1,600,000",5.30%,Portfolio Auction,29/03/2021,,,,,,380,543,,100%,,TH-011462,,
FALSE,Retail,Strip Retail,"48 Belmore Road, Randwick, NSW 2031",Burgess Rawson,Telstra Corporation,"$85,057",1/03/2022,29/03/2022,"$1,951,000",4.36%,Portfolio Auction,29/03/2021,,,,,,94,94,,100%,,TH-011463,,
FALSE,Retail,Strip Retail,"C.R.08.09.10, 850 Bourke Street, Waterloo NSW 2017",Burgess Rawson,Misura,"$209,225",1/03/2022,29/03/2022,"$3,501,000",5.98%,Portfolio Auction,29/03/2022,,,,,,307,307,,100%,,TH-011464,,
FALSE,Childcare and Social Infrastructure,Childcare,13  Court Street  Mudgee  NSW,Burgess Rawson,Milestones Early Learning Centre (Bathurst),"$179,797",2/03/2022,29/03/2022,"$3,420,000",5.26%,Portfolio Auction,29/03/2022,,,,,,456,1644,,100%,,TH-011465,,
FALSE,Fuel and Convenience,Fuel Stations,63  Princes Highway  Albion Park Rail  NSW,Burgess Rawson,7-Eleven,"$335,110",3/03/2022,29/03/2022,"$6,650,000",5.04%,Portfolio Auction,29/03/2022,,,,,,1,3541,,100%,,TH-011466,,
FALSE,Fast Food,Fast Food Shops,"G10, 35 Furzer Street, Phillip ACT 2606",Burgess Rawson,Bloom cafe,"$59,950",9/03/2022,29/03/2022,"$1,220,000",4.91%,Portfolio Auction,29/03/2022,,,,,,109,10100,,100%,,TH-011467,,
FALSE,Office,,51  John Watson Drive   Mount Gambier   SA,Burgess Rawson,Former TV Studio,"$79,725",18/11/2021,22/03/2022,"$1,330,000",5.99%,EOI,,,,,,,850,2884,,100%,,TH-011469,,
FALSE,Government,Office,"201 & 202/343-345 Pacific Highway, Coffs Harbour NSW 2450",Burgess Rawson,Australian Government,"$64,400",25/02/2022,22/03/2022,"$1,200,000",5.37%,Portfolio Auction,29/03/2022,,,,,,165,,,100%,,TH-011470,,
FALSE,"Medical, Pharmacy and Health",Medical,104-108   Nixon Street  Shepparton  VIC,Burgess Rawson,Goulburn Valley Imaging Group,"$211,616",25/01/2022,7/03/2022,"$3,400,000",6.22%,Portfolio Auction,23/02/2022,,,,,,780,2339,,100%,,TH-011471,,
FALSE,"Medical, Pharmacy and Health",Medical,195  Raymond Street  Sale  VIC,Burgess Rawson,Gippsland Foot Clinic,"$46,210",25/01/2022,7/03/2022,"$710,000",6.51%,Portfolio Auction,23/02/2022,,,,,,155,1,,100%,,TH-011472,,
FALSE,Childcare and Social Infrastructure,Childcare,292-296  Grimshaw Street  Watsonia North  VIC,Burgess Rawson,Grimshaw St ELC,"$530,222",21/01/2022,25/02/2022,"$11,800,000",4.49%,Portfolio Auction,23/02/2022,,,,,,1068,2659,,100%,,TH-011473,,
FALSE,Banks,,44  Victoria Street Kerang  VIC,Burgess Rawson,NAB Bank,"$38,783",25/01/2022,25/02/2022,"$680,000",5.70%,Portfolio Auction,23/02/2022,,,,,,275,815,,100%,,TH-011475,,
FALSE,Childcare and Social Infrastructure,Childcare,186  Seaford Road  Seaford  VIC,Burgess Rawson,Seaford Early Learning & Kinder,"$91,087",25/01/2022,25/02/2022,"$2,325,000",3.92%,Portfolio Auction,23/02/2022,,,,,,1,1252,,100%,,TH-011474,,
FALSE,Industrial,Warehouse,34   Currumbin Creek Road  Currumbin Waters QLD,Burgess Rawson,Haymans Electrical,"$85,068",25/01/2022,25/02/2022,"$1,908,000",4.46%,Portfolio Auction,24/02/2022,,,,,,480,2698,,100%,,TH-011476,,
FALSE,Industrial,Warehouse,513  Atkins Street  South Albury  NSW,Burgess Rawson,LEED Steel,"$320,000",25/01/2022,25/02/2022,"$5,250,000",6.10%,Portfolio Auction,23/02/2022,,,,,,3860,12680,,100%,,TH-011477,,
FALSE,"Medical, Pharmacy and Health",Medical,55   Graham Street   Shepparton  VIC,Burgess Rawson,I-Med Radiology,"$46,506",25/01/2022,25/02/2022,"$1,465,000",3.17%,Portfolio Auction,23/02/2022,,,,,,267,707,,100%,,TH-011478,,
FALSE,Office,,"Unit 9, 334   Highbury Road  Mount Waverley  VIC",Burgess Rawson,Deliverit Investments Pty Ltd,"$51,616",25/01/2022,25/02/2022,"$685,000",7.54%,Portfolio Auction,23/02/2022,,,,,,144,1,,100%,,TH-011479,,
FALSE,"Medical, Pharmacy and Health",Veterinary Services,250  Mount Street  Burnie  TAS,Burgess Rawson,VetPartners,"$71,850",7/01/2022,25/02/2022,"$1,210,000",5.94%,Portfolio Auction,23/02/2022,,,,,,324,733,,100%,,TH-011480,,
FALSE,Office,,27  Commercial Street East  Mount Gambier  SA,Burgess Rawson,Tony Pasin MP,"$53,000",27/01/2022,25/02/2022,"$1,120,000",4.73%,Portfolio Auction,23/02/2022,,,,,,260,530,,100%,,TH-011481,,
FALSE,Office,,Shop 4/1   Madden Boulevard  Tarneit  VIC,Burgess Rawson,Reddy G Real Estate,"$47,850",27/01/2022,25/02/2022,"$900,000",5.32%,Portfolio Auction,23/02/2022,,,,,,87,,,100%,,TH-011482,,
FALSE,Supermarkets,Independents and Aldi,Shop 3/1  Madden Boulevard  Tarneit  VIC,Burgess Rawson,Apni Hatti Pty ltd,"$39,150",27/01/2022,25/02/2022,"$830,000",4.72%,Portfolio Auction,23/02/2022,,,,,,87,,,100%,,TH-011483,,
FALSE,Large Format Retail,Showroom,134-136  Deakin Avenue (Sturt Hwy)  Mildura  VIC,Burgess Rawson,Officeworks,"$161,266",12/11/2014,10/12/2014,"$2,276,000",7.09%,Portfolio Auction,10/12/2014,,Raoul Holderhead,,,,999,1389,,100%,93,TH-011484,,
FALSE,"Medical, Pharmacy and Health",Medical,182  Beaudesert Road  Moorooka  QLD,Burgess Rawson,QML Pathology,"$197,151",28/01/2022,25/02/2022,"$2,975,000",6.63%,Portfolio Auction,24/02/2022,,,,,,393,387,,100%,,TH-011485,,
FALSE,Childcare and Social Infrastructure,Childcare,121  Mitchells Lane  Sunbury  VIC,Burgess Rawson,Bambini Early Learning Centre RCH,"$304,114",21/01/2022,24/02/2022,"$6,575,000",4.63%,Portfolio Auction,23/02/2022,,,,,,517,2080,,100%,,TH-011486,,
FALSE,Industrial,Trade Retail,600  Ballarat Road  Sunshine  VIC,Burgess Rawson,National Tiles,"$200,725",27/01/2022,24/02/2022,"$5,380,000",3.73%,Portfolio Auction,23/02/2022,,,,,,1400,3716,,100%,,TH-011487,,
FALSE,Industrial,Trade Retail,621  Whitehorse Road  Mitcham  VIC,Burgess Rawson,National Tiles,"$330,960",27/01/2022,24/02/2022,"$8,270,000",4.00%,Portfolio Auction,23/02/2022,,,,,,1360,2171,,100%,,TH-011488,,
FALSE,Industrial,Trade Retail,174-178  Torquay Road  Grovedale  VIC,Burgess Rawson,National Tiles,"$320,375",27/01/2022,24/02/2022,"$7,725,000",4.15%,Portfolio Auction,23/02/2022,,,,,,1720,1,,100%,,TH-011489,,
FALSE,Large Format Retail,Showroom,670-672   Fifteenth Street (Calder Hwy)  Mildura  VIC,Burgess Rawson,The Good Guys,"$157,424",27/01/2022,24/02/2022,"$4,200,000",3.75%,Portfolio Auction,23/02/2022,,,,,,1413,6699,,100%,,TH-011490,,
FALSE,Fuel and Convenience,Fuel Stations,"2 Binnies Road, Ripley QLD 4306",Stonebridge,7-Eleven,"$458,695",1/05/2025,3/06/2025,"$8,150,000",5.63%,EOI,22/05/2025,,Tom Moreland,Michael Collins,Harry Curtain,Thomas Proberts,,,,100%,https://www.realcommercial.com.au/for-sale/property-7-eleven-subway-2-binnies-road-ripley-qld-4306-504844772,TH-011494,,
FALSE,Office,,"G01, 45 Furzer Street, Phillip, ACT 2606",Burgess Rawson,Office Tenant,,25/11/2021,12/01/2022,"$892,000",,Portfolio Auction,,,,,,,,,,100%,,TH-011500,,
FALSE,Childcare and Social Infrastructure,Childcare,6- 8  Toral Drive  Buderim  QLD,Burgess Rawson,Lodge Childcare,"$240,000",23/11/2021,17/12/2021,"$5,430,000",4.42%,Portfolio Auction,16/12/2021,,,,,,1,5000,,100%,,TH-011502,,
FALSE,Fast Food,Drive-Thru,90 Main Street Pialba QLD,Burgess Rawson,Guzman Y Gomez,"$193,236",17/11/2021,16/12/2021,"$4,930,000",3.92%,Portfolio Auction,16/12/2021,,,,,,1,1710,,100%,,TH-011503,,
FALSE,Industrial,Warehouse,547   Woolcock  Mount Louisa (Townsville)  QLD,Burgess Rawson,Ventia,"$47,167",16/11/2021,16/12/2021,"$776,000",6.08%,Portfolio Auction,16/12/2021,,,,,,331,,,100%,,TH-011504,,
FALSE,Fast Food,Drive-Thru,25  Attlee Street  Currajong  QLD,Burgess Rawson,Taco Bell,"$173,973",16/11/2021,16/12/2021,"$4,410,000",3.94%,Portfolio Auction,16/12/2021,,,,,,1,2327,,100%,,TH-011505,,
FALSE,Fuel and Convenience,Fuel Stations,1377  Anzac Avenue  Kallangur   QLD,Burgess Rawson,7-Eleven,"$338,484",17/11/2021,16/12/2021,"$6,155,000",5.50%,Portfolio Auction,16/12/2021,,,,,,1,1911,,100%,,TH-011506,,
FALSE,"Medical, Pharmacy and Health",Veterinary Services,353  Narangba Road  Kurwongbah  QLD,Burgess Rawson,Kip Happy Stays,"$138,000",18/11/2021,16/12/2021,,,Portfolio Auction,16/12/2021,,,,,,1300,24000,,100%,,TH-011507,,
FALSE,Retail,Strip Retail,90a  Frankston-Dandenong Road  Dandenong South  VIC,Burgess Rawson,Lavita Furniture,"$257,007",17/11/2021,15/12/2021,"$4,800,000",5.35%,Portfolio Auction,15/12/2021,,,,,,1600,1600,,100%,,TH-011508,,
FALSE,Childcare and Social Infrastructure,Childcare,486  Victoria Street  Brunswick West  VIC,Burgess Rawson,Only About Children,"$538,290",19/11/2021,15/12/2021,"$13,160,000",4.09%,Portfolio Auction,15/12/2021,,,,,,919,1836,,100%,,TH-011509,,
FALSE,Childcare and Social Infrastructure,Childcare,19  Lindisfarne Road  Huntfield Heights (Adelaide)  SA,Burgess Rawson,Huntfield Heights Early Learning,"$195,000",18/11/2021,15/12/2021,"$4,290,000",4.55%,Portfolio Auction,15/12/2021,,,,,,500,2050,,100%,,TH-011510,,
FALSE,Childcare and Social Infrastructure,Childcare,1  Wade Street (Madden Boulevard)  Tarneit  VIC,Burgess Rawson,Aspire Early Education,"$371,389",18/11/2021,15/12/2021,"$7,020,000",5.29%,Portfolio Auction,15/12/2021,,,,,,811,2851,,100%,,TH-011511,,
FALSE,Large Format Retail,Large Format High Street,"21-27 High Street, Cobram VIC 3644",Burgess Rawson,K-Mart Tyre and Auto Care,"$186,000",6/10/2021,11/11/2021,"$3,000,000",6.20%,Portfolio Auction,11/11/2021,,,,,,1380,1472,,100%,,TH-011528,,
FALSE,Banks,,45-47   Reid Street  Wangaratta  VIC,Burgess Rawson,NAB Bank,"$190,907",18/11/2021,15/12/2021,"$3,750,000",5.09%,Portfolio Auction,15/12/2021,,,,,,636,648,,100%,,TH-011512,,
FALSE,"Medical, Pharmacy and Health",Medical,Shop 4B/1  Madden Boulevard  Tarneit  VIC,Burgess Rawson,Wellbeing Chiropractic,"$66,150",18/11/2021,15/12/2021,"$1,305,000",5.07%,Portfolio Auction,15/12/2021,,,,,,1,128,,100%,,TH-011513,,
FALSE,Industrial,Warehouse,"Lots 1&2/346 Manns Road, West Gosford, NSW 2250",Burgess Rawson,Kincumber Canvas,"$90,500",15/11/2021,14/12/2021,"$1,651,000",5.48%,Portfolio Auction,14/12/2021,,,,,,763,763,,100%,,TH-011514,,
FALSE,Childcare and Social Infrastructure,Childcare,"53/2-8 Bridge Street, Hurstville, NSW 2220",Burgess Rawson,Childcare Tenant,"$158,000",16/11/2021,14/12/2021,"$4,022,000",3.93%,Portfolio Auction,14/12/2021,,,,,,1,1,,100%,,TH-011515,,
FALSE,Government,Office,"41-47 Railway Street, Griffith NSW 2680",Burgess Rawson,NSW Government,"$598,972",17/11/2021,14/12/2021,"$9,960,000",6.01%,Portfolio Auction,14/12/2021,,,,,,2860,3364,,100%,,TH-011516,,
FALSE,Large Format Retail,Large Format High Street,"232-234 Conadilly Street, Gunnedah NSW 2380",Burgess Rawson,Best & Less,"$129,681",17/11/2021,14/12/2021,"$2,200,000",5.89%,Portfolio Auction,14/12/2021,,,,,,1,1707,,100%,,TH-011517,,
FALSE,Childcare and Social Infrastructure,Childcare,58-62  McLeod Street  Cairns  QLD,Burgess Rawson,Far North Day Hospital,"$480,910",18/11/2021,13/12/2021,"$6,100,000",7.88%,Portfolio Auction,15/12/2021,,,,,,950,950,,100%,,TH-011518,,
FALSE,Industrial,Warehouse,5-7 Glenn Street Shepparton VIC,Burgess Rawson,Challenger Valves & Actuators,"$206,270",18/11/2021,3/12/2021,"$3,400,000",6.07%,Portfolio Auction,15/12/2021,,,,,,3335,5657,,100%,,TH-011519,,
FALSE,Liquor,Large Format Liquor,"2 Santa Maria Court, Burleigh Waters QLD 4220",Burgess Rawson,Dan Murphy's,"$1,717,119",15/10/2021,19/11/2021,"$38,000,000",4.52%,Portfolio Auction,12/11/2021,,,,,,5730,17000,,100%,,TH-011520,,
FALSE,Childcare and Social Infrastructure,Childcare,56 Thompsons Road Bulleen VIC (RCA LISTING ONLY),Burgess Rawson,Kids Club Early Childhoold Learning,"$590,500",28/09/2021,11/11/2021,"$11,400,000",5.18%,Portfolio Auction,11/11/2021,,,,,,896,1933,,100%,,TH-011521,,
FALSE,Fuel and Convenience,Fuel Stations,"993-997 South Road, Melrose Park SA 5039",Burgess Rawson,United Petroleum,"$334,744",7/10/2021,14/10/2021,"$7,000,000",4.78%,Portfolio Auction,,,,,,,1,2406,,100%,,TH-011522,,
FALSE,Childcare and Social Infrastructure,Childcare,174  Jobs Gully Road  Bendigo  VIC,Burgess Rawson,G8 Education,"$301,600",8/11/2016,17/02/2017,"$4,750,000",6.35%,Portfolio Auction,7/12/2016,,,,,,1,3031,,100%,,TH-011523,,
FALSE,Childcare and Social Infrastructure,Childcare,"31 Camille Street, Hallett Cove SA 5158",Burgess Rawson,Nanna's Childcare,"$60,000",8/07/2017,8/08/2017,"$957,000",6.27%,Portfolio Auction,9/08/2017,,,,,,1,661,,100%,,TH-011524,,
FALSE,Childcare and Social Infrastructure,Childcare,1342  High Street Road  Wantirna South  VIC,Burgess Rawson,Advance Childcare,"$562,380",7/10/2021,11/11/2021,"$12,800,000",4.39%,Portfolio Auction,11/11/2021,,,,,,1013,2476,,100%,,TH-011526,,
